"Y","","","trim430","trim500","trim550","trimother","isOneOwnert","colorother","colorSilver","colorWhite","displacement5.5","displacementother","",""
35993,49137,2008,0,0,1,0,0,0,0,0,1,0,1,0
24000,99300,2007,0,0,1,0,0,0,0,0,1,0,1,0
32985,63907,2008,0,0,1,0,0,1,0,0,1,0,0,0
32890,69852,2010,0,0,0,1,0,0,1,0,0,1,0,0
59888,37622,2012,0,0,1,0,0,0,0,1,0,0,0,1
27995,99852,2007,0,0,1,0,0,1,0,0,1,0,0,0
45000,45440,2010,0,0,1,0,1,0,0,1,1,0,0,0
15999,78345,2006,0,1,0,0,0,0,0,0,0,1,1,0
33970,47776,2008,0,0,1,0,1,0,0,1,1,0,0,0
46990,20027,2011,0,0,1,0,0,0,0,0,1,0,1,0
6990,130630,2000,0,1,0,0,0,0,0,1,0,1,0,0
27995,84196,2007,0,0,1,0,0,1,0,0,1,0,0,0
8995,104879,2003,1,0,0,0,0,0,0,0,0,1,1,0
4995,181361,1995,0,0,0,1,0,1,0,0,0,1,0,0
6999,156299,2000,0,1,0,0,0,0,0,0,0,1,1,0
60500,23900,2013,0,0,1,0,0,0,0,0,0,0,1,1
33995,41887,2007,0,0,1,0,1,0,1,0,1,0,0,0
9995,72452,2001,0,1,0,0,1,0,1,0,0,1,0,0
15499,86950,2007,0,0,1,0,1,0,0,0,1,0,1,0
50949,23879,2012,0,0,0,1,0,0,0,0,0,1,1,0
52995,13083,2011,0,0,1,0,1,1,0,0,1,0,0,0
33995,38425,2007,0,0,1,0,0,1,0,0,1,0,0,0
56900,22650,2013,0,0,1,0,0,0,0,1,0,0,0,1
5999,126548,1996,0,1,0,0,0,0,0,1,0,1,0,0
30950,57095,2007,0,0,1,0,0,0,0,0,1,0,1,0
22995,60275,2007,0,0,1,0,0,0,1,0,1,0,0,0
34995,58752,2010,0,0,0,1,0,0,0,0,0,1,1,0
44880,32223,2012,0,0,1,0,1,0,1,0,0,0,0,1
47995,44428,2013,0,0,1,0,1,0,0,0,0,0,1,1
38900,22512,2008,0,0,1,0,0,0,1,0,1,0,0,0
66888,38275,2010,0,0,0,1,1,0,0,1,0,1,0,0
16488,99416,2006,1,0,0,0,0,1,0,0,0,1,0,0
4800,120255,2001,0,1,0,0,0,0,0,0,0,1,1,0
57275,18487,2013,0,0,1,0,0,0,0,0,0,0,1,1
52877,30490,2011,0,0,1,0,0,0,0,1,1,0,0,0
52900,42868,2011,0,0,1,0,1,0,0,1,1,0,0,0
13998,56155,2003,1,0,0,0,1,1,0,0,0,1,0,0
27900,67600,2007,0,0,1,0,0,0,0,0,1,0,1,0
13995,83755,2003,0,1,0,0,0,0,1,0,0,1,0,0
35900,66631,2008,0,0,1,0,0,1,0,0,1,0,0,0
24950,86000,2007,0,0,1,0,0,1,0,0,1,0,0,0
10441,98747,2004,1,0,0,0,0,0,1,0,0,1,0,0
69991,23232,2009,0,0,1,0,0,0,0,0,1,0,1,0
11495,112562,2005,1,0,0,0,0,0,0,0,0,1,1,0
26984,54893,2007,0,0,1,0,0,0,1,0,1,0,0,0
45977,27495,2011,0,0,1,0,1,1,0,0,1,0,0,0
6995,112503,2000,1,0,0,0,0,1,0,0,0,1,0,0
28972,43760,2007,0,0,1,0,0,0,0,0,1,0,1,0
71949,19196,2013,0,0,1,0,1,0,1,0,0,0,0,1
51995,22307,2012,0,0,1,0,0,0,1,0,0,0,0,1
35995,45009,2009,0,0,1,0,0,0,0,0,1,0,1,0
31895,67862,2008,0,0,1,0,0,0,0,0,1,0,1,0
77991,9862,2013,0,0,1,0,0,0,0,0,0,0,1,1
58990,33329,2012,0,0,1,0,1,0,0,0,0,0,1,1
12993,103910,2005,0,1,0,0,1,0,0,0,0,1,1,0
9500,111615,2003,1,0,0,0,0,0,1,0,0,1,0,0
12995,92350,2001,1,0,0,0,0,0,0,0,0,1,1,0
64810,19389,2013,0,0,1,0,1,0,0,0,0,0,1,1
39988,55370,2010,0,0,1,0,0,1,0,0,1,0,0,0
14988,72332,2004,0,1,0,0,0,0,1,0,0,1,0,0
8000,114000,2001,1,0,0,0,0,1,0,0,0,1,0,0
18888,65608,2006,0,1,0,0,1,0,0,1,0,1,0,0
49999,5884,2011,0,0,1,0,0,0,0,0,1,0,1,0
24988,112106,2008,0,0,1,0,0,1,0,0,1,0,0,0
28895,65667,2008,0,0,1,0,0,0,0,0,1,0,1,0
12995,118892,2005,0,1,0,0,0,0,0,1,0,1,0,0
27995,75002,2007,0,0,1,0,0,0,0,1,1,0,0,0
6990,117352,2000,1,0,0,0,0,0,0,1,0,1,0,0
9900,131307,2005,1,0,0,0,0,0,0,0,0,1,1,0
16900,87142,2004,0,1,0,0,0,1,0,0,0,1,0,0
37995,56101,2008,0,0,1,0,0,0,1,0,1,0,0,0
52950,39062,2011,0,0,1,0,0,0,0,1,1,0,0,0
61999,25475,2012,0,0,1,0,1,0,0,0,0,0,1,1
51850,42724,2012,0,0,1,0,0,0,0,0,0,0,1,1
12994,78126,2003,1,0,0,0,0,0,0,0,0,1,1,0
56490,34481,2013,0,0,1,0,1,0,0,1,0,0,0,1
2997,154966,1997,0,0,0,1,0,0,0,0,0,1,1,0
51890,26909,2013,0,0,1,0,1,0,0,0,0,0,1,1
43999,35475,2011,0,0,1,0,0,1,0,0,1,0,0,0
30789,68176,2007,0,0,1,0,1,0,0,1,1,0,0,0
49995,50142,2007,0,0,0,1,0,1,0,0,0,1,0,0
52500,26900,2012,0,0,1,0,0,0,0,0,0,0,1,1
42995,69661,2010,0,0,1,0,0,0,1,0,1,0,0,0
6995,82745,1998,0,1,0,0,0,0,0,1,0,1,0,0
61900,25685,2012,0,0,0,1,0,0,0,0,0,1,1,0
26995,67805,2007,0,0,1,0,0,1,0,0,1,0,0,0
48995,17287,2012,0,0,1,0,0,0,0,1,0,0,0,1
64894,27295,2013,0,0,1,0,0,0,0,0,0,0,1,1
71995,42037,2012,0,0,0,1,0,0,1,0,1,0,0,0
13919,88617,2004,1,0,0,0,0,0,0,0,0,1,1,0
29999,42271,2010,0,0,0,1,1,0,1,0,0,1,0,0
57949,33003,2012,0,0,1,0,1,0,0,1,0,0,0,1
62992,30767,2012,0,0,1,0,1,0,0,0,0,0,1,1
24999,59082,2008,0,0,1,0,0,0,1,0,1,0,0,0
58995,13761,2013,0,0,1,0,1,0,1,0,0,0,0,1
59990,24021,2013,0,0,1,0,1,0,0,0,0,0,1,1
5995,155600,2001,1,0,0,0,0,0,1,0,0,1,0,0
36990,51720,2008,0,0,1,0,0,0,0,0,1,0,1,0
27900,58400,2007,0,0,1,0,0,1,0,0,1,0,0,0
44995,31000,2011,0,0,1,0,0,0,0,0,1,0,1,0
22995,49378,2003,0,0,0,1,0,0,0,0,0,1,1,0
28777,67540,2008,0,0,1,0,1,1,0,0,1,0,0,0
27966,57598,2008,0,0,1,0,0,0,0,1,1,0,0,0
15990,65752,2005,1,0,0,0,0,0,0,0,0,1,1,0
50395,36756,2010,0,0,1,0,0,1,0,0,1,0,0,0
6888,178984,2000,0,1,0,0,0,0,1,0,0,1,0,0
28500,61930,2008,0,0,1,0,0,1,0,0,1,0,0,0
6494,105947,1999,0,0,0,1,0,1,0,0,0,1,0,0
25410,100042,2008,0,0,1,0,0,0,0,1,1,0,0,0
6995,162000,2001,1,0,0,0,0,0,1,0,0,1,0,0
10800,106586,2004,0,1,0,0,0,0,1,0,0,1,0,0
24999,54401,2007,0,0,1,0,0,0,0,0,1,0,1,0
57991,26225,2012,0,0,1,0,0,0,0,1,0,0,0,1
17999,19552,2006,1,0,0,0,0,0,1,0,0,1,0,0
33900,61510,2007,0,0,0,1,0,1,0,0,1,0,0,0
24955,87389,2007,0,0,1,0,0,1,0,0,1,0,0,0
24999,127785,2009,0,0,1,0,0,0,0,0,1,0,1,0
49995,27776,2013,0,0,1,0,1,0,0,0,0,0,1,1
